fes,igd_mean,igd_std,problem,algorithm
1000,0.003705115280018074,0.00020637124419931995,RegulatedFinance,PMODE
5000,0.005558254385409363,0.0002883097894746463,RegulatedFinance,PMODE
10000,0.004778188326769002,0.0005776573060226622,RegulatedFinance,PMODE
50000,0.005467876110720547,1.87124078778831e-05,RegulatedFinance,PMODE
100000,0.005286404944382157,0.0002913326275165748,RegulatedFinance,PMODE
200000,0.00508348717934797,0.00048416297585281197,RegulatedFinance,PMODE
