fes,igd_mean,igd_std,problem,algorithm
1000,44.73467950429699,3.456170737600157,DTLZ1_2obj,HECO-PDE
5000,31.551302276599756,4.597453921017065,DTLZ1_2obj,HECO-PDE
10000,18.69833685282233,9.148511679750454,DTLZ1_2obj,HECO-PDE
50000,9.027511801781401,2.641122339959172,DTLZ1_2obj,HECO-PDE
100000,6.185360167495952,4.063294438161608,DTLZ1_2obj,HECO-PDE
200000,10.426953491082037,0.5277929767283123,DTLZ1_2obj,HECO-PDE
