fes,igd_mean,igd_std,problem,algorithm
1000,0.35610524984914116,0.001118078963477931,DTLZ2_3obj,PCA-Escape DE
5000,0.3757395545283459,0.03544687886988662,DTLZ2_3obj,PCA-Escape DE
10000,0.31766818406238817,0.009634633999513559,DTLZ2_3obj,PCA-Escape DE
50000,0.9507576971176297,0.0013233975674623033,DTLZ2_3obj,PCA-Escape DE
100000,0.9512940310265338,0.0018497569036012296,DTLZ2_3obj,PCA-Escape DE
200000,0.9511872447333904,0.0017563961147455953,DTLZ2_3obj,PCA-Escape DE
