fes,igd_mean,igd_std,problem,algorithm
1000,1.1221773493400256,0.21338226794595283,DTLZ7_2obj,PMODE
5000,0.025611930143379112,0.006403979646163084,DTLZ7_2obj,PMODE
10000,0.00770003809113798,5.3082228194265e-05,DTLZ7_2obj,PMODE
50000,0.007793041071213444,0.0008045873313626988,DTLZ7_2obj,PMODE
100000,0.0069677173366599135,7.659851015396789e-05,DTLZ7_2obj,PMODE
200000,0.007265064535073899,0.0003562704495345629,DTLZ7_2obj,PMODE
