problem,algorithm,igd_mean,igd_std,hv_mean,gd_mean,spread_mean,segment_coverage
RegulatedFinance,Standard DE,0.004031886220204139,0.0005314850368254203,4.301403587792441e-06,0.0033403115033097167,,
RegulatedFinance,PCA-DE,0.007599511762299074,0.002495958404904327,6.925013585889063e-06,0.006203742740798221,,
RegulatedFinance,PCA-Escape DE,0.006729048631830987,0.0010882343508061875,8.255248448492294e-06,0.006244696725713403,,
RegulatedFinance,PMODE,0.005271851788036664,0.00011517567546485689,1.780482872869927e-05,0.018762449106342526,,
RegulatedFinance,HECO-PDE,0.005029695319481252,0.0022460053067050807,4.019304100008816e-06,0.004023766881309362,,
