fes,igd_mean,igd_std,problem,algorithm
1000,0.005841219311939993,0.00012910044373873027,RegulatedFinance,PCA-DE
5000,0.01194193075662752,0.0030599007109402623,RegulatedFinance,PCA-DE
10000,0.00933240566477518,0.00020871819526193693,RegulatedFinance,PCA-DE
50000,0.007362461033477847,0.00012850531743535936,RegulatedFinance,PCA-DE
100000,0.03105922279853704,0.010683764522984985,RegulatedFinance,PCA-DE
200000,0.028537364766621505,0.006633940004404355,RegulatedFinance,PCA-DE
