fes,igd_mean,igd_std,problem,algorithm
1000,0.0028056012256139524,7.06897492736083e-05,RegulatedFinance,HECO-PDE
5000,0.008313437821664058,0.001121415320701816,RegulatedFinance,HECO-PDE
10000,0.004666548056083974,0.0009107808179101787,RegulatedFinance,HECO-PDE
50000,0.011052119595824582,0.003080012728700905,RegulatedFinance,HECO-PDE
100000,0.005438182685478177,0.0033448399662285543,RegulatedFinance,HECO-PDE
200000,0.00897862295134343,0.0039039307258282377,RegulatedFinance,HECO-PDE
