fes,igd_mean,igd_std,problem,algorithm
1000,2.402394594332959,0.19312771821869767,DTLZ7_2obj,Standard DE
5000,0.8151138443313908,0.0037404125576098735,DTLZ7_2obj,Standard DE
10000,0.8101306780048707,1.5498957133819324e-06,DTLZ7_2obj,Standard DE
50000,0.8101272364337136,0.0,DTLZ7_2obj,Standard DE
100000,0.8101272364337136,0.0,DTLZ7_2obj,Standard DE
200000,0.8101272364337136,0.0,DTLZ7_2obj,Standard DE
