fes,igd_mean,igd_std,problem,algorithm
1000,8.615250815188265,1.2342161266355616,DTLZ7_3obj,HECO-PDE
5000,4.837615946508094,1.2529657360875452,DTLZ7_3obj,HECO-PDE
10000,4.3277977409008015,1.4010860751108123,DTLZ7_3obj,HECO-PDE
50000,2.926711665789989,0.0,DTLZ7_3obj,HECO-PDE
100000,2.926711665789989,0.0,DTLZ7_3obj,HECO-PDE
200000,2.926711665789989,0.0,DTLZ7_3obj,HECO-PDE
