fes,igd_mean,igd_std,problem,algorithm
1000,8.335811260708851,0.4988059802125693,DTLZ7_3obj,PCA-Escape DE
5000,4.026007077404612,0.360550556216948,DTLZ7_3obj,PCA-Escape DE
10000,3.1052149829028384,0.03807599707954901,DTLZ7_3obj,PCA-Escape DE
50000,2.95449524083099,0.02403612462287219,DTLZ7_3obj,PCA-Escape DE
100000,2.9381402239262724,0.002370266308648006,DTLZ7_3obj,PCA-Escape DE
200000,2.9637642393398584,0.004807568823998798,DTLZ7_3obj,PCA-Escape DE
